id,SalePrice
1245,217377.21642046768
1246,190686.06249102968
1247,125724.03131148107
1248,144259.27043479978
1249,116367.96582895123
1250,229365.65255262962
1251,204394.7264549
1252,109829.26591614367
1253,270083.152246254
1254,178045.08120850805
1255,126578.4383311392
1256,237700.64666830847
1257,74234.38964040128
1258,225722.944561288
1259,122110.61894014906
1260,182804.9511048797
1261,105348.08472094008
1262,171790.3970410595
1263,122480.85385137187
1264,183654.8578324447
1265,181633.3892780566
1266,92775.7924015082
1267,271425.89191138477
1268,491157.82580898737
1269,147928.7954965766
1270,281392.89073317713
1271,159361.24160985133
1272,125975.87335998965
1273,153741.73217517248
1274,164026.15950557735
1275,165020.18394188883
1276,149214.2344503769
1277,162231.21265917065
1278,221314.31143321499
1279,121492.48062124218
1280,186712.81381342575
1281,184566.31005144454
1282,172711.6332552125
1283,127246.31674032056
1284,241253.54856363908
1285,148817.1518168168
1286,142285.38396290096
1287,180154.8912708313
1288,223827.0745059373
1289,374872.87752761645
1290,115369.47189812856
1291,148326.68455440633
1292,153134.93566222204
1293,152870.25931082232
1294,109222.92392546487
1295,120941.50414854143
1296,209951.0518110736
1297,125544.16583496534
1298,642376.8417304176
1299,157517.01716371658
1300,222675.1646605772
1301,146473.43936843236
1302,253358.4796528244
1303,225644.57032809575
1304,136876.89649699102
1305,274729.7979903086
1306,216327.7947086229
1307,153734.0809088262
1308,166166.3064431921
1309,213308.9943099547
1310,291068.7254191275
1311,216925.94172874614
1312,255254.67041493708
1313,218190.21352294515
1314,99845.67085640843
1315,230677.03941212394
1316,263612.4130324381
1317,177562.89136760184
1318,224866.09732155016
1319,92939.61006044793
1320,165867.02186896562
1321,93030.49316560439
1322,189977.9432094646
1323,72629.10173721642
1324,257786.67855305216
1325,69853.01768284498
1326,87956.48105754839
1327,122538.2132649574
1328,170421.04432176566
1329,151539.04465997822
1330,284832.42851164035
1331,131576.70091236322
1332,124306.36998445052
1333,120586.05251031369
1334,104236.84464980234
1335,231948.62744414218
1336,174118.72213603457
1337,66207.7777774005
1338,180209.60365938087
1339,126453.07816526157
1340,115327.03804098039
1341,167194.98402815615
1342,207439.22426393503
1343,160034.52556533783
1344,158163.573546354
1345,106095.30345883034
1346,166911.25687418727
1347,263683.20828733547
1348,220860.75725417602
1349,116517.99653380031
1350,197911.7207729944
1351,142759.66679397807
1352,110611.2633271072
1353,341782.89414255164
1354,193618.6895132351
1355,194642.5942708894
1356,95903.7763793366
1357,136545.7500921313
1358,179009.61247427217
1359,289750.68795144727
1360,189899.78478505823
1361,270359.3434675627
1362,121921.70336876618
1363,185919.1404744392
1364,158267.63223967224
1365,199476.35038415075
1366,198033.29679692612
1367,151615.20949786418
1368,129411.72537920279
1369,193664.92233088423
1370,136209.67480537144
1371,167509.75347994282
1372,252580.34696372712
1373,340455.22820389806
1374,252468.199787852
1375,224031.23788890347
1376,128821.90165429347
1377,141206.6286345376
1378,94828.58834627006
1379,165572.69234526277
1380,115191.57059101286
1381,235237.7090915345
1382,140447.2732803078
1383,148946.6284936118
1384,130045.58652545467
1385,113888.09096471814
1386,384987.25613496435
1387,245428.78463744305
1388,311985.0330411688
1389,154590.9427040456
1390,217562.7155760755
1391,173569.1991675199
1392,128002.09654546996
1393,134749.7723037856
1394,227225.77507342884
1395,261635.41490831773
1396,146909.791419179
1397,151950.20873818765
1398,132830.7352938076
1399,213065.9230444842
1400,120579.46742021054
1401,165305.2143293653
1402,213249.01570069467
1403,297116.9082752309
1404,113209.23366347677
1405,281832.4623654661
1406,139745.8354440185
1407,109703.48628858167
1408,110491.63554098558
1409,235317.40379346933
1410,191667.65867828863
1411,132687.58923971184
1412,105541.99322312512
1413,265062.81544710265
1414,139258.23604012627
1415,197510.2205006494
1416,118366.51909276305
1417,300486.4865300541
1418,104809.08386717297
1419,265262.54409479944
1420,141161.93737132696
1421,191390.05787435806
1422,127512.98671390669
1423,207271.4702024616
1424,137903.19828312212
1425,145531.6272722326
1426,230329.5469188953
1427,146515.6856519144
1428,137592.58946227215
1429,184835.18570339057
1430,183797.25766214944
1431,151207.6004048765
1432,109739.82641586244
1433,168552.23857005386
1434,181491.00579427884
1435,156395.89695526616
1436,91063.64897388277
1437,328409.5470502785
1438,143761.39024994028
1439,159263.62891650017
1440,247901.92921841
1441,119899.4901914692
1442,332986.0114410645
1443,106892.65258810292
1444,169520.55795195414
1445,100160.09490785265
1446,121870.02198251935
1447,226217.99845445174
1448,108633.07474455674
1449,126049.5419746176
1450,120924.47164229
1451,323509.4625744982
1452,103870.8904815316
1453,120629.95411519919
1454,186249.86927148525
1455,162514.41996611914
1456,289156.4527754698
1457,302437.01960656344
1458,166676.14687600255
1459,103970.5591683197
